Time,SINR
0,-1.4593995653914074
1,-0.7868140657477825
2,0.9687196110255745
3,-0.3587260120646944
4,2.6865468219174824
5,0.148842807683333
6,-1.802616357007055
7,-0.867025044958395
8,0.5086259662177621
9,1.4027285829918614
10,3.726990134783186
11,-0.8587263441166411
12,-1.2766796675381737
13,1.8348348385125903
14,0.9603508247589638
15,1.8976839878762677
16,-0.5666961443066142
17,2.5764759996572875
18,0.5196758184411931
19,2.2698797531217094
20,0.17053818280039845
21,1.2772922958983606
22,3.3462227578669648
23,2.161809366204814
24,2.592598469374877
25,-0.9856632405740728
26,6.348471712407971
27,3.1876551146675105
28,5.792397356479391
29,4.217499228133322
30,5.193433574609162
31,3.2394306324072764
32,2.6357162951283692
33,3.116622995016944
34,4.7147942466216675
35,6.3736088051570015
36,2.0672556960381723
37,5.0512571063255
38,5.181075261957479
39,6.784343489661663
40,5.321969945021764
41,2.3101090111617677
42,5.080604688122673
43,5.418834060400559
44,5.790074087846278
45,5.0699749820678575
46,5.336445182177663
47,8.75048712933667
48,4.659432740560994
49,11.596115066515392
50,3.534413263107669
51,3.443178513398257
52,11.313196138041548
53,9.256260277105682
54,9.971446701337898
55,8.181960053680806
56,10.929709517713547
57,6.836880287235624
58,4.836103048817329
59,3.5519250170016905
60,8.250932006613969
61,5.2700233028634855
62,9.88347466610237
63,14.661984357268784
64,11.091912601096741
65,8.887079806140607
66,10.909910547152805
67,7.949829871240667
68,10.49162828223163
69,9.47150872594815
70,9.062313602398046
71,6.583381156924193
72,7.471179156451593
73,9.7810676920695
74,8.170721279701395
75,8.86741463442302
76,12.686116449289855
77,13.84875468619998
78,8.620424145521788
79,12.248433950621802
80,5.932754314031656
81,13.053265860498302
82,9.521027357490038
83,12.097954614595352
84,11.025359916947345
85,12.46035496128979
86,11.306417162203836
87,5.9760946367457635
88,13.313812094637452
89,19.282837435198786
90,11.22003152162926
91,3.2917114270200667
92,13.81090185913985
93,5.941172615041985
94,14.44322080824334
95,8.483302183632667
96,12.823251004579479
97,4.970318633457631
98,12.640424758195927
99,15.042627986394365
100,17.076479884027208
101,6.383508084046851
102,16.61972788169504
103,9.521591393699106
104,11.08263781793492
105,11.202096591486868
106,14.639312983624599
107,13.078151537717293
108,10.497160694985041
109,17.71404213880773
110,19.882556606194548
111,15.454557129745204
112,20.105756685522596
113,12.979860096078486
114,12.875213651354226
115,21.12580977638798
116,22.52338582137407
117,8.169769016013138
118,20.262420567582723
119,12.513203810117135
120,10.878025907123186
121,11.906787004005297
122,19.606193669183114
123,14.796040705207126
124,14.449684040437901
125,17.086701369573618
126,11.692581801570029
127,13.527667381058468
128,11.535408039539327
129,12.031626081792972
130,13.565894734449866
131,22.31629826473777
132,10.880888352387306
133,15.826659277370837
134,17.87610486447118
135,18.803418101951564
136,12.766546685384172
137,15.991143456505055
138,22.98898600662538
139,16.441935839461728
140,19.951080392575047
141,21.88756269316409
142,13.671683456357401
143,11.627226802186792
144,30.498550462038693
145,27.731149522121303
146,5.384969101963807
147,16.59373853441518
148,19.112756843732182
149,16.10277948698242
150,12.795912830226222
151,12.005626593322088
152,27.355647868417
153,13.360715419663123
154,15.687608118078119
155,21.695364964844465
156,14.710059343222113
157,13.02828840603626
158,13.399148642735396
159,10.983508024721703
160,13.189245045220666
161,14.0360304462397
162,11.37433663663757
163,13.633691545919003
164,23.24955186463528
165,17.14387779887804
166,31.848682796114957
167,29.39092631082598
168,21.290239156159263
169,2.7938178584881177
170,18.57691401092887
171,34.607746586124506
172,24.615918949192984
173,27.37869732034286
174,15.779828460116956
175,14.781000687639406
176,23.402786320144696
177,11.923202392732016
178,14.399935652839467
179,14.164421164534813
180,24.43792953356605
181,10.47018357731625
182,25.74400180843967
183,14.731145402239239
184,13.874255161961603
185,4.7374448906232365
186,17.366466199355045
187,10.584382858202073
188,19.650707081277968
189,27.72371945051358
190,12.398584939528543
191,28.15788931747073
192,26.554280346693382
193,13.225818778690618
194,9.553570638738366
195,32.76315435987021
196,19.171435663782063
197,18.970939538616925
198,29.423438563030384
199,21.148933034943642
200,15.495661568828618
201,30.4073025073332
202,14.355260491951459
203,9.41184411098963
204,19.25965476963998
205,22.516438121203805
206,9.924535770905571
207,7.690250155222803
208,20.07743574692102
209,19.133594898217552
210,24.713800678343635
211,25.10161933856431
212,21.494743162939756
213,23.345651688655895
214,29.19452670663636
215,32.166989585024794
216,14.3004886504943
217,15.676838627457911
218,19.7790439961178
219,13.366874292580878
220,14.184536409437603
221,24.203991099000717
222,19.373372070120116
223,31.73378436500065
224,16.699132082725576
225,29.363908220880415
226,27.442450345801518
227,12.557466575241186
228,30.668633476248523
229,19.427090061946707
230,16.461801615101646
231,15.356653540159503
232,8.674238043339287
233,30.822921178257086
234,21.513367369563664
235,17.423424877360297
236,8.334690939367544
237,16.70933944612225
238,18.445515174954387
239,21.072885691457508
240,30.49187518761664
241,20.417694193549718
242,21.984156131454988
243,22.219237812367204
244,20.39170875728953
245,17.34660578371298
246,13.559301238363354
247,20.981711068105664
248,7.437018831978295
249,28.306334272793386
250,15.471164968561647
251,20.243963094691395
252,9.363087465986283
253,17.906085972061543
254,18.50236772891501
255,37.096739350307324
256,5.297811469547111
257,19.556122500000374
258,13.985807795672056
259,15.372261242516027
260,20.43073377128553
261,27.133377944930437
262,9.13787797359164
263,24.836358972043822
264,20.512345807544733
265,20.91849798481576
266,18.445439980848878
267,25.703147755421252
268,19.43123655802232
269,26.10349134944144
270,20.67124546279638
271,12.353008340481821
272,9.65749046546364
273,17.254392207338036
274,17.1587365085011
275,29.03435679780471
276,12.875750894235257
277,21.823730346321092
278,20.632895172268935
279,11.898609550867787
280,30.396295228453575
281,7.891193696752668
282,13.735904794620772
283,20.603406386619707
284,7.328927316521422
285,26.94042944507991
286,26.118718926764544
287,19.339754705639866
288,21.83464439968135
289,19.236103968497126
290,38.18377025822703
291,19.111735966554942
292,21.261269966106106
293,7.138480242046129
294,25.60573766587912
295,16.698851541038312
296,23.316943476600358
297,21.86851613024462
298,14.823069532436895
299,11.745787461224454
300,33.247968967462285
301,20.237503072856406
302,10.598160461363355
303,24.244789052008812
304,26.02380704252541
305,25.521896712408243
306,27.849404265866337
307,12.897135086590461
308,28.437804879431393
309,30.044061404523667
310,35.54528783935945
311,28.472471766145894
312,27.74238082446057
313,14.488570119739649
314,13.30965192866718
315,7.479043940529927
316,21.65869002232138
317,14.750735397290317
318,17.919507569348063
319,22.989386629898192
320,11.795438972820108
321,19.364587018506608
322,7.1267684766455
323,11.414036781904299
324,6.60539251057374
325,26.350153477831928
326,9.819400911548936
327,10.040739985699535
328,19.624341543313623
329,22.008949289513584
330,12.246596031832377
331,15.706115094091519
332,13.229703192621532
333,21.341598827226985
334,21.917072471184973
335,14.772461400651721
336,30.47700699611301
337,3.70487623985263
338,13.162229708057941
339,21.587194860534126
340,10.592928430995068
341,25.944643053511854
342,9.774801729942043
343,21.080434004420248
344,15.879770463604146
345,26.855988098296905
346,33.15698843825284
347,13.020953200677592
348,7.0367003643185955
349,23.00349238397573
350,24.757714254191782
351,25.41606873620626
352,14.196390264422345
353,19.969445694297583
354,11.270903749968255
355,20.326094265488337
356,33.74313659176871
357,23.41482011442376
358,20.394404213538166
359,26.71026350512672
360,9.07855233411719
361,20.058626058077873
362,20.41461127204493
363,21.720625773312772
364,13.379828498932737
365,11.7711383630472
366,17.497493038649058
367,18.376410197603185
368,17.530809771556136
369,13.852233565107369
370,8.481863920188784
371,6.855742170233386
372,6.894737366034264
373,14.927358791604018
374,9.42125545134769
375,19.462606056057908
376,17.878955155948372
377,16.423348325205534
378,2.1468722284698356
379,18.245976312059433
380,15.217824533764253
381,11.762188605357624
382,22.66084252825302
383,24.382196037868454
384,13.289803197963732
385,12.474640307898294
386,8.706502850899593
387,12.955010351774616
388,15.602874943164958
389,16.095072944295357
390,8.201716276184575
391,15.687778212364709
392,8.967449471259428
393,22.702779407551123
394,18.38757502762266
395,9.283639422686724
396,25.942793781599214
397,15.009441596094428
398,9.254381520325836
399,10.603349356874146
400,8.17183558686269
401,9.067766688611616
402,2.768609113736611
403,23.820131346117886
404,17.66107361544543
405,10.941887002341332
406,19.42822428358508
407,14.191594394879289
408,3.627207159914319
409,9.861919597132635
410,14.959390003777054
411,13.326505958210257
412,19.157227606306677
413,11.674882427384398
414,12.009366762073448
415,6.5695837369548125
